time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-01 00:00:00+00:00,14.0,1.0,63,5
2024-07-02 00:00:00+00:00,,,48,11
2024-07-03 00:00:00+00:00,,,39,9
2024-07-04 00:00:00+00:00,,,37,7
2024-07-05 00:00:00+00:00,,,11,2
2024-07-06 00:00:00+00:00,,,83,2
2024-07-07 00:00:00+00:00,,,44,2
2024-07-08 00:00:00+00:00,,,61,7
2024-07-09 00:00:00+00:00,,,5,3
2024-07-10 00:00:00+00:00,,,22,4
2024-07-11 00:00:00+00:00,,,73,11
2024-07-12 00:00:00+00:00,,,55,8
2024-07-14 00:00:00+00:00,,,5,1
