url_path,views_total,views_unique
/cicsdev/cics-java-jcics-samples/tree/main/projects,50,8
/cicsdev/cics-java-jcics-samples/blob/main/blog/blog.md,49,22
/cicsdev/cics-java-jcics-samples,35,21
/cicsdev/cics-java-jcics-samples/tree/main/src,29,11
/cicsdev/cics-java-jcics-samples/tree/main/projects/com.ibm.cicsdev.link,19,5
/cicsdev/cics-java-jcics-samples/tree/main,18,3
/cicsdev/cics-java-jcics-samples/tree/main/projects/com.ibm.cicsdev.link/src/com/ibm/cicsdev/link,16,4
/cicsdev/cics-java-jcics-samples/tree/main/src/Cobol,15,7
/cicsdev/cics-java-jcics-samples/blob/main/projects/com.ibm.cicsdev.link/src/com/ibm/cicsdev/link/LinkProg1.java,12,4
/cicsdev/cics-java-jcics-samples/blob/main/src/Cobol/EDUCHAN.cbl,12,4
