time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-26 00:00:00+00:00,2.0,2.0,61,6
2024-02-27 00:00:00+00:00,3.0,3.0,97,8
2024-02-28 00:00:00+00:00,1.0,1.0,65,8
2024-02-29 00:00:00+00:00,2.0,2.0,6,5
2024-03-01 00:00:00+00:00,,,55,5
2024-03-02 00:00:00+00:00,,,22,3
2024-03-03 00:00:00+00:00,,,1,1
2024-03-04 00:00:00+00:00,,,14,8
2024-03-05 00:00:00+00:00,,,27,6
2024-03-06 00:00:00+00:00,1.0,1.0,64,13
2024-03-07 00:00:00+00:00,,,57,4
2024-03-08 00:00:00+00:00,1.0,1.0,5,2
