url_path,views_total,views_unique
/cicsdev/cics-java-recgen/tree/main/projects,16,3
/cicsdev/cics-java-recgen/tree/main/projects/com.ibm.cicsdev.jzostest.cicsbundle,14,3
/cicsdev/cics-java-recgen/tree/main/projects/com.ibm.cicsdev.jzostest,10,2
/cicsdev/cics-java-recgen/blob/main/src/Cobol/EDUPGM.cbl,9,4
/cicsdev/cics-java-recgen/tree/main/src/Cobol,8,2
/cicsdev/cics-java-recgen/blob/main/src/Cobol/EDUCPY.cbl,7,3
/cicsdev/cics-java-recgen/blob/main/projects/com.ibm.cicsdev.jzostest.cicsbundle/com.ibm.cicsdev.jzostest.osgi.osgibundle,6,2
/cicsdev/cics-java-recgen/blob/main/projects/com.ibm.cicsdev.jzostest/src/com/ibm/cicsdev/jzostest/JZOSprog.java,6,2
/cicsdev/cics-java-recgen/tree/main/projects/com.ibm.cicsdev.jzostest/lib,6,2
/cicsdev/cics-java-recgen,5,5
